"latitud","longitud"
"53.47921849773795","-2.239830731903953"
"53.478121643039835","-2.2364046324886058"
"53.4804229","-2.2383618"
"53.48046011","-2.23470009"
"53.486594238267095","-2.2433611191547804"
"53.48351392995939","-2.259308288185165"
"53.47910438340081","-2.241444601684878"
"53.48001444979183","-2.2358251600822094"
"53.475368895964245","-2.240188846018999"
"53.467789","-2.235507"
"53.4714067","-2.2376540000000205"
"53.46643303211906","-2.2333282365125964"
"53.467524","-2.233915"
"53.4819994547731","-2.2394086453315163"
"53.481680311665265","-2.2384070065336936"
"53.46417857288448","-2.2331098544387067"
"53.481099659057186","-2.234494686126709"
"53.48597097985235","-2.223090850016197"
"53.48469055000001","-2.2711873054504395"
"53.48452051771575","-2.271049727482621"
"53.4811","-2.2452044"
"53.47814516026781","-2.2369597097950202"
"53.4867748","-2.2509863000000223"
