"latitud","longitud"
"53.47426876814008","-2.2508268669333464"
"53.47376950420715","-2.242155075073242"
"53.477045197825205","-2.2307993361642997"
"53.477097","-2.2574997"
"53.48738164109159","-2.2425413131713867"
"53.47418","-2.2420297"
"53.47426980922666","-2.242340664837955"
"53.47382076923744","-2.2423263533734907"
"53.4738078184129","-2.242305278778076"
"53.47411025449267","-2.2492652391696666"
"53.473695461273145","-2.2423423612492375"
"53.482740469730345","-2.25582093000412"
"53.47725147140008","-2.2308213170799416"
"53.47736152354628","-2.230558"
"53.47413734163268","-2.2509979323697533"
"53.47699029890836","-2.2356135083476163"
"53.476943765111336","-2.2300467413234264"
"53.477403309638","-2.230558870144946"
"53.477187424912074","-2.230564383984483"
"53.473872476835155","-2.2569971462009026"
"53.47645563029114","-2.228087972083539"
"53.47747662912011","-2.2307233335132564"
"53.476263386686284","-2.22931133238233"
"53.47724430577963","-2.2306571995459943"
"53.477349777365156","-2.2305504539815066"
"53.47739504258424","-2.2306069031729607"
"53.47730703668159","-2.2309327125549316"
"53.47690452380692","-2.2304195081080502"
"53.47689352647748","-2.230140365388054"
"53.4772448212059","-2.2299789445783142"
"53.47675557297315","-2.2298835300682756"
"53.477236058923495","-2.230728877516534"
"53.478276980592334","-2.2373550302703875"
"53.47749584712039","-2.2307249095974355"
"53.4771726094485","-2.2306877594737533"
"53.47727349075986","-2.2306683469022297"
"53.47734788399981","-2.2305864854751962"
"53.477231923356484","-2.230437847797808"
"53.47665574418803","-2.228400707244873"
"53.47638514528302","-2.2276251802788076"
"53.487031091562486","-2.24221938115042"
"53.48779800921066","-2.2428842766850727"
"53.48778993249328","-2.242456831180283"
"53.48780360829266","-2.242260383966721"
"53.48789736036931","-2.242612772688218"
"53.487958355648665","-2.243198973644389"
"53.487889693184144","-2.2418705726047894"
"53.487910180873946","-2.2419959292292035"
"53.48793596617189","-2.241756328043271"
"53.47492140647313","-2.2220673806333022"
"53.474563","-2.221807837486267"
