"latitud","longitud"
"53.477224095706546","-2.2435500746264254"
"53.483681","-2.240875"
"53.4755898737178","-2.24140190362627"
"53.47646857113034","-2.2396015065697292"
"53.480038","-2.2489336781572717"
"53.4798282","-2.2410456"
"53.4807804947682","-2.24372178709263"
"53.4724369019413","-2.24041980690144"
"53.47882668029082","-2.2518324851989746"
"53.481527425153615","-2.240513563156128"
"53.48297171225531","-2.246294810959314"
"53.481297","-2.234084"
"53.48135803179811","-2.2337539359732492"
"53.48201691269366","-2.234451730084774"
"53.47782178570706","-2.249597175716994"
"53.482574476205095","-2.2349023818969727"
"53.48507404","-2.24251977"
"53.48594569358629","-2.2398304450273923"
"53.483357","-2.258055"
"53.47270307826669","-2.2617459297180176"
"53.48738164109159","-2.24618911743164"
"53.46443932881881","-2.2478431349057475"
"53.489217657909705","-2.241421968796844"
"53.4640621243198","-2.2364580631256104"
"53.463067963058656","-2.2383871067845478"
"53.463123200761615","-2.2378742694854736"
"53.48304659926624","-2.242011440068832"
